Profile_ID,Sex,Relationship_Status,Dorm,Major,Year
6a5e3c080139,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
708b0eeef12d,e807eb960650,188f9a32c360,01108de9b4eb,e76976c6f2fe,8724226d4754
1869c788c56c,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
caa08f80c71b,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,8724226d4754
047174fbec38,e807eb960650,,01108de9b4eb,f99bb3b6a185,222a76d38f58
b04034ef703e,e807eb960650,,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
dfd572ac8b64,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
c920d8c7a90a,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
ea4b8b014ddd,e807eb960650,ac0b88e46e20,1459151641aa,827e5c7758c2,c1a648750a4b
be930e7580f2,e807eb960650,ac0b88e46e20,a8e6e404d1b3,b843c69fbb19,c1a648750a4b
d14046199f56,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
2715a83c4a9d,6fb336b554b6,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,c1a648750a4b
7ff927678ee2,6fb336b554b6,9cea719429e9,15f366ad6d42,5f952c1d1550,c1a648750a4b
24b4f4d707f9,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
b96832a5e862,6fb336b554b6,,4bb4df9e464e,141d4cdd5aaf,8724226d4754
5efe3e485d24,6fb336b554b6,9cea719429e9,ab3d0991df8b,b812ef5b95a0,8724226d4754
6bcf6e2c5e65,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
86dc92a0b236,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,e76976c6f2fe,c1a648750a4b
7c97b124fc9e,6fb336b554b6,,4bb4df9e464e,141d4cdd5aaf,8724226d4754
affc5cad4bbf,6fb336b554b6,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
343f5345b6b9,e807eb960650,ac0b88e46e20,4bb4df9e464e,f99bb3b6a185,8724226d4754
2170d3b4ad9e,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,ed412b40a680,c1a648750a4b
b2612726fe0a,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
4539897211ee,6fb336b554b6,ac0b88e46e20,ab3d0991df8b,8f94f35d9873,8724226d4754
f94e55ed6739,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
3afb02ef6420,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
2c8b74c79cec,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
f1e25328ff7c,e807eb960650,188f9a32c360,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
7781f0de6ec5,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
7819c621e29e,e807eb960650,9cea719429e9,84d03921293c,7f2389a8ce1d,c1a648750a4b
fa7b3e50f363,e807eb960650,9cea719429e9,7d3b0d43511b,77caf86c9324,e725dc5618e5
5eae191f1a3d,6fb336b554b6,188f9a32c360,15f366ad6d42,38541cd79969,222a76d38f58
2e45ab95414f,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
d86522ac043a,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,f99bb3b6a185,c1a648750a4b
74d3e94c38d3,e807eb960650,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,c1a648750a4b
21f8c9514f94,6fb336b554b6,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,8724226d4754
891b42ed781b,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
b791d7a01e8e,e807eb960650,ac0b88e46e20,a8e6e404d1b3,e76976c6f2fe,c1a648750a4b
794bc256e2a8,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,b843c69fbb19,8724226d4754
d4d1284b0171,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
fed4ea0307e2,6fb336b554b6,9cea719429e9,a8e6e404d1b3,6948e1625f71,222a76d38f58
f4efdfb9a5ef,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
234703afb24d,e807eb960650,188f9a32c360,4bb4df9e464e,141d4cdd5aaf,e725dc5618e5
5b2b9b302eac,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
3ae230548420,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
05a4659fe648,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
ef005800712a,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,8724226d4754
ada5696ad597,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
496f9568e2f3,e807eb960650,9cea719429e9,8a880130d708,c502cc316fd1,c1a648750a4b
66424a2f0ee2,e807eb960650,,7137733c4c87,db41bb402071,c1a648750a4b
e6099748f49b,e807eb960650,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,8724226d4754
06f1d0b5dd5e,e807eb960650,ac0b88e46e20,2a59be064efd,06961fc22494,c1a648750a4b
b4adb4694398,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
82d7669e7ef3,6fb336b554b6,ac0b88e46e20,1459151641aa,c3a7f2b226c8,222a76d38f58
046be2240556,e807eb960650,9cea719429e9,7d3b0d43511b,8f94f35d9873,8724226d4754
c8b91184e67d,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
f44ff56c2769,e807eb960650,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,e725dc5618e5
627abf725049,6fb336b554b6,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,8724226d4754
c45efbd21270,6fb336b554b6,9cea719429e9,4bb4df9e464e,c3a7f2b226c8,8724226d4754
5cf03340ca7a,e807eb960650,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,c1a648750a4b
b8671741d2e3,e807eb960650,ac0b88e46e20,a8e6e404d1b3,9d75fcd8beb6,c1a648750a4b
86ea8846e3b8,e807eb960650,9cea719429e9,0893eb69bfe9,4e29a23918c4,c1a648750a4b
e9beb574a089,e807eb960650,,9c41588b7021,932e410f78e6,c1a648750a4b
c595540965cd,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
eb81ccb9bdb7,6fb336b554b6,9cea719429e9,4bb4df9e464e,141d4cdd5aaf,8724226d4754
c94af46d6fe7,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
c674da4a8e15,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
c25036408eef,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
66fc539eb263,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
7c1401f02e94,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
00c9cb6a1baa,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,e725dc5618e5
14a76ad97098,6fb336b554b6,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,8724226d4754
954f9dc02c38,6fb336b554b6,ac0b88e46e20,15f366ad6d42,c3a7f2b226c8,222a76d38f58
b48207900b75,e807eb960650,ac0b88e46e20,84d03921293c,77caf86c9324,c1a648750a4b
6fc4693e7953,e807eb960650,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,c1a648750a4b
2040929b91d8,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
e0d3d1058e88,6fb336b554b6,9cea719429e9,a8e6e404d1b3,6948e1625f71,c1a648750a4b
715f6cc1b260,e807eb960650,9cea719429e9,7d3b0d43511b,985e99df6f0c,8724226d4754
b495840d09fe,e807eb960650,ac0b88e46e20,a8e6e404d1b3,827e5c7758c2,c1a648750a4b
f5c0e622d47c,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
29433f28f16a,e807eb960650,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
a8874b9e61b9,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
20cdabcf47a1,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
ac6f84e69823,6fb336b554b6,9cea719429e9,a8e6e404d1b3,6948e1625f71,c1a648750a4b
cae91f31aa84,6fb336b554b6,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
3f1e946d85e8,e807eb960650,ac0b88e46e20,4bb4df9e464e,141d4cdd5aaf,8724226d4754
3d79e076cf01,e807eb960650,9cea719429e9,a8e6e404d1b3,141d4cdd5aaf,222a76d38f58
a6251a50e6c5,e807eb960650,ac0b88e46e20,4bb4df9e464e,f99bb3b6a185,c1a648750a4b
f464f8ec9c3b,6fb336b554b6,ac0b88e46e20,a8e6e404d1b3,141d4cdd5aaf,c1a648750a4b
5d4d22f4240a,e807eb960650,,a8e6e404d1b3,141d4cdd5aaf,8724226d4754
de042a8457dc,6fb336b554b6,ac0b88e46e20,8bbd6598d4a5,71f8337c5cb9,c1a648750a4b
