Profile_ID,Selected_Friend,Selected_Friend_of_Friend,Friend_Request_Sent,Friend_Request_Accepted
9d87affac804,0570dfeec901,ee4e906d873d,True,True
2cc380ba702f,89581f99fa1e,404bd410ec6a,False,False
2448a0689c3c,89581f99fa1e,6fe6e6667671,True,True
9b9137f5f46d,89581f99fa1e,4ab32e2e837c,False,False
e1d9f044a82a,d1dd8f6024c8,dd083aa3f4d2,True,True
f9b77d1a6a97,2448a0689c3c,f9b77d1a6a97,True,True
e7d18c40d334,2ba0bc86af17,45402c8ab26e,False,False
83e0cab98f76,bf11aac1a0a0,fcf78542850e,False,False
5335497c6428,30fe147b0975,e71a22a4e71f,True,True
699a5ed74a80,89581f99fa1e,7123d5cb3dbf,False,False
889fa969ff6e,d5e25f91dc5e,889fa969ff6e,True,True
b72c21939e60,89581f99fa1e,d4f3ed0bc837,False,False
d052e0491f7f,89581f99fa1e,18d7af73afca,True,True
67b3e87c1030,7414f31eb8c3,f3b1b15cff61,False,False
d4a0189f4049,27bb2d244313,d4a0189f4049,True,True
718b58c9f2ac,32f1341299aa,718b58c9f2ac,True,True
24394ccc3187,64795d90fce7,e53848af38b3,True,True
470d40b8e6e5,7414f31eb8c3,17e789288427,False,False
f451954e65b9,fd744f6da954,9c72ed478ad3,False,False
64ce267d5a62,e53848af38b3,5e7c1ddf6d60,True,True
771dfc883682,7640c31afaf5,4d6044f0d85e,False,False
8e5499467c00,5ce8c95c4bf7,4935d5180e59,False,False
237154d2d1dd,3cbd8d78cc00,49e7c45b743c,True,False
965630dfccff,eeaf4db1c234,8023b2ef0366,False,False
e7a118533a51,34e4dac5e3b1,617eb0addfeb,True,True
acd2e4ea8808,c8c7ee4cb714,acd2e4ea8808,True,True
4d843b1c40a6,f3fbdf4abc36,89117ff877d6,True,True
ea42b196641f,8dc6ba414f7f,ea42b196641f,True,True
409200c9f9f3,51612e9fa0d1,409200c9f9f3,True,True
9a0809ae279b,470f18fcad9a,e126cc463798,True,True
7de7f56000ac,ea42b196641f,7de7f56000ac,True,True
32f6951042b6,79b97c37f63e,0ca6151263c1,True,True
061c82cea537,e23d7c466c9c,914f37db5a54,False,False
28bbab343fd1,15a03987b539,3f13cf26f70b,True,True
7117673dec7f,15a03987b539,45402c8ab26e,True,False
7eec80cbb806,7763a03acbd8,76c5557506ec,True,True
982ed3ebf50e,15a03987b539,19adcd87d0a5,True,True
328c8fd2c89c,15a03987b539,ab81be4e325e,False,False
8dc6ba414f7f,7de7f56000ac,8dc6ba414f7f,True,True
ab34a0de0608,15a03987b539,feac91868e91,True,True
527d0eccd1c3,15a03987b539,fe7017a5d885,True,False
309a3bdfc0a3,f2018cbc4ee7,1dfc3a996e73,False,False
96fd6a7daea8,f2018cbc4ee7,b5e368c3f830,False,False
0d9de87d9cf0,f2018cbc4ee7,41fed5724f8e,False,False
d145d0a7e6f9,f2018cbc4ee7,eec120cf257f,True,True
89c4155bf670,26f50baf7b12,05e236b552f8,False,False
1d77d21f6cbf,ddc040eac042,1d77d21f6cbf,True,True
ddc040eac042,f2018cbc4ee7,6d873020059b,True,True
ceb70db95442,5353748c6637,158ae14f4fc0,True,True
158ae14f4fc0,5353748c6637,28b617cfdc7d,True,True
285daf72dd4f,69a3c9edc4ab,6caa597f13cc,True,False
419a905c1a1e,ad3a4f04f858,f2e707ce12aa,True,True
2b66e4f71ff6,a82d72942a03,5ce746b5a5b8,True,True
bc0f195e59b9,736c4caccde3,672deb68af58,True,True
c9fff10d00a5,158ae14f4fc0,c9fff10d00a5,True,True
c05dc3c3a2b8,5cb7e0cb7570,fb59b1753c6b,False,False
653b9b703336,736c4caccde3,ce62dccd4d77,True,True
15b4fbbb4ed8,736c4caccde3,6caa597f13cc,True,False
7e31ae87466b,5353748c6637,6caa597f13cc,True,False
0c469888e8f1,736c4caccde3,953bdde56351,False,False
5c3c81e595fe,f5e0aa6243e0,623478d02941,True,True
72f2a48f2751,c2b64d6a7304,9991dbc77dd6,False,False
183a6e1a4ba6,a5011cf15044,6caa597f13cc,False,False
ba70e55083e4,736c4caccde3,da6bb1840c20,True,False
f394ac350d64,47f7f3d8530b,eeaf4db1c234,False,False
67e9501af112,669304c356a2,67e9501af112,True,True
f004c41c1773,8023b2ef0366,790ed43edd23,False,False
8ffbfc4ffb43,669304c356a2,c788939b7d2e,True,True
956a8e33023f,f1e25328ff7c,f7b62a0558fa,False,False
bc6c704292ad,20cdabcf47a1,985e342b613a,True,True
af1ea5d543a6,f398e1781b61,af1ea5d543a6,False,False
b905b3f59b30,047174fbec38,343f5345b6b9,True,True
708b0eeef12d,b8bc075e54b9,d675d6e7b7a6,False,False
be930e7580f2,3617f6cbcded,be930e7580f2,True,True
3afb02ef6420,44946ad84360,c94af46d6fe7,True,True
891b42ed781b,993a9b1dc2ef,29433f28f16a,True,True
b791d7a01e8e,ca5041eb1ee3,60c9400712b3,False,False
f4efdfb9a5ef,5325582497f6,f4efdfb9a5ef,True,True
c8b91184e67d,764acbe22533,c8b91184e67d,True,True
764acbe22533,1c9a5e4f9641,3a78f54b92b8,True,True
c35cb09ad753,b8bc075e54b9,24b4f4d707f9,True,True
41d0f5691fa4,b8bc075e54b9,511654bb6c8d,True,True
a5d1dfaf0bba,b8bc075e54b9,3d12202399dc,True,True
c39c48a587e4,2a6fffc3967d,c39c48a587e4,True,True
e0790016c9a5,15c0812dceff,046be2240556,False,False
8888684b17ed,dfd572ac8b64,f1795380ceb5,False,False
fc0e87a63800,15a03987b539,446b0b694fa9,False,False
a4d618322c55,b5e368c3f830,f2018cbc4ee7,False,False
d978a21ef4d0,bc38a75a1938,e20ad095c728,True,True
b19c34699c42,2e3e6f7e7e41,be979b816f18,False,False
bdabff1cdf5f,3acf58edeef0,706362dbd3db,True,True
38b858972b3b,5a95b01d807d,d70d06e7b4e4,False,False
1ab05cf65362,be46831b2bcf,977f21dd050d,False,False
987224fde833,bdabff1cdf5f,987224fde833,True,True
359135ffe2f7,89581f99fa1e,0d0ff45fdda9,True,True
8295c028f0d0,b9f97f529949,1dfc3a996e73,False,False
fdee7e34ecca,316471ca9f38,c3fa3286f151,True,True
55418067af27,a2727c4a78d7,150b43e9cf6c,True,True
8d2f20985e74,bd7aba56df29,8d45082b8ba0,True,True
75b44536f345,8dfd667bdccb,d7cbb3ab55c8,True,True
38b441ea572a,42ab5580c2e7,4cd2597ae8ba,False,False
ae068ad70bf9,89581f99fa1e,9ef5c4d567ed,True,False
37b3800b5727,26409325f85a,d63a8f0b41bf,True,True
43c8d5615499,8c294a47670f,43c8d5615499,True,True
ae0da2d60284,7414f31eb8c3,9320924ce075,False,False
03513cae7d63,4f2f613b4b5b,64ce267d5a62,True,True
f864d6f6dd04,7414f31eb8c3,4d6044f0d85e,False,False
8c294a47670f,4a7cac423ffa,ea4b8b014ddd,False,False
7b91e34f3f48,03513cae7d63,7b91e34f3f48,True,True
fe2194166b7c,ea5b14aff3d5,01e96f50d96e,False,False
39174c3307b4,7123d5cb3dbf,1dfc3a996e73,False,False
2f4b7e9f2e02,eeaf4db1c234,965630dfccff,True,False
c4dce3ab8ca1,d2b3b6c22bf5,c4dce3ab8ca1,True,True
63ef769032b8,e2c45daf0fa4,1ff52407255a,True,True
2f2fe8838593,fb0ba9041e33,6047c646f43a,True,True
873434b2b645,af5bf8fed5a1,da6bb1840c20,False,False
4d318cbf2963,1b0ab41bdf4a,98317b769aa1,False,False
0beca13e6f47,1b0ab41bdf4a,a41a3acc8ae6,True,False
53c9cafb3809,c86850eb379c,98317b769aa1,False,False
d2b3b6c22bf5,53c9cafb3809,d2b3b6c22bf5,True,True
431450642448,e6540df00ba6,431450642448,True,True
e6540df00ba6,a160cc7256d1,a5011cf15044,True,False
9c2f4a96c280,983267d5937d,9c2f4a96c280,True,True
014f85106208,7ac6ac1a1fcc,a08f4c1767c8,False,False
7ac6ac1a1fcc,014f85106208,7ac6ac1a1fcc,False,False
43a9875148e0,78456ff87dfe,b3cc6c8c687c,True,True
00f0f6928bc5,6abfa3201150,0d35679912f5,False,False
bfed0316c98b,82c6de59bfbc,73e6957fdaa5,False,False
da69448abee5,a2ad5e1831d2,b4fa70b0937c,False,False
89df77f10cd8,e23d7c466c9c,2e3e6f7e7e41,False,False
f01fb5ef989f,7e77f994835e,531fabd15fdd,True,True
0829a7661a31,4dd695878222,b6d7c75f75c6,False,False
cf91f80c0348,410ed55fec67,b5394c4b24fe,True,True
8ad5f32c3210,f2018cbc4ee7,32dc357786f2,False,False
f8d131c1cda9,309a3bdfc0a3,f8d131c1cda9,True,True
a446589dca7d,0b8a68b11c6a,f8d131c1cda9,True,True
0d97f1447bf4,f2018cbc4ee7,8785b4f7acca,True,True
bb9e9dd2bbc0,75437ef44f05,c69db15e2ad1,False,False
ad6c36cfedbd,81c25fe1ae8f,c7cb0885e17f,True,True
dcc9fe70238f,ab4b0a2fe401,fbc08a4f331a,True,True
4dde8eea71a1,736c4caccde3,014de5027c7b,True,True
26b81d64a7e1,df67175f3e4f,e001570484d3,False,False
cc1c9c67d658,9c2ead126b96,e4b204422b20,False,False
efe8bf82381c,40bc20a8d2cc,5353748c6637,False,False
f064ff998c8e,736c4caccde3,6457da0cd7b2,True,True
cae06d4d8587,9b02b02a6227,f74b50d142b8,False,False
7f972f816ab3,5cef08890b8e,47861e3fc0bf,True,True
d48d17474f83,47861e3fc0bf,a41bf113dfdd,True,True
8a11cff86143,23c6d45751e0,8a11cff86143,True,True
b335dc6a4b40,a82d72942a03,d365facb0cac,True,True
81134b42ef34,977276d554d6,959dffb76605,True,True
accc9a6f3a45,736c4caccde3,35099a14317b,False,False
c442cfea3f6d,736c4caccde3,03e2e0dbbe41,False,False
42c05afdc4a1,736c4caccde3,7f69d40771a9,False,False
23c6d45751e0,959dffb76605,8425887d3a73,True,True
eb30464d8ef4,6e72153997df,4db3e359e6e1,True,True
7d5bc5b0b235,736c4caccde3,26b81d64a7e1,True,True
42280623cfe9,736c4caccde3,474fb436e178,True,True
5258506f0a2a,736c4caccde3,da6bb1840c20,False,False
3c67e7ff740e,b0a6eb275713,df503a29266e,True,True
b90a1222d2b2,62edca8de665,b90a1222d2b2,False,False
555daf61bf95,8023b2ef0366,be39becb654e,True,True
9e04d240c74f,f004c41c1773,9e04d240c74f,True,True
27095cd348ef,62edca8de665,27095cd348ef,True,True
62edca8de665,27095cd348ef,62edca8de665,True,True
790ed43edd23,8023b2ef0366,6e0c6653e6d4,True,True
8ab2149b48e9,7656cd2e43c4,cae47b49c3cb,False,False
817d28fcd51f,c28869d3de44,c37579407447,True,True
5c1ac5c4ae34,7414f31eb8c3,c33316ce4632,False,False
6cd965e6987b,d14046199f56,e9beb574a089,False,False
6dbf201074fb,b8bc075e54b9,dfd572ac8b64,False,False
846e2499e288,81123b29ee66,82d7669e7ef3,True,True
f1e25328ff7c,6f74ac703ce5,f1e25328ff7c,True,True
7781f0de6ec5,993a9b1dc2ef,891b42ed781b,True,True
00c9cb6a1baa,b1b65a546a3e,2fa428847959,True,True
29433f28f16a,44946ad84360,e9beb574a089,True,True
3f1e946d85e8,61e70da6473a,d675d6e7b7a6,False,False
08c8ca492c96,38c13d1ef64f,891b42ed781b,True,True
ea0ab6875037,d42f06d92a52,fad9e7cdced2,True,True
d9b0d59dd08b,dfd572ac8b64,7db6992be118,False,False
8591ab34b9a7,7123d5cb3dbf,73281ccfdbce,False,False
881222b134dd,ad4d76aa8d1c,881222b134dd,True,True
601769992a25,89581f99fa1e,7414f31eb8c3,False,False
5297bb10b05c,89581f99fa1e,e0036d2a498b,False,False
f1d05c6d8ede,869a40203205,e71a22a4e71f,True,True
aee1d13da25f,89581f99fa1e,ea5b14aff3d5,False,False
c3e99643b0db,316471ca9f38,4b4b588010ec,False,False
7e6286bc65dc,89581f99fa1e,5c2729c11b2d,False,False
d361bd22b278,89581f99fa1e,64cc95526706,True,True
928a0e5fb19b,9640eaaa8702,c8fd2338e271,True,True
c2a4c35e83ce,1e15910d16d7,56c56699ae47,False,False
7076ca7f591d,0e5f61162e39,e07fcb7e186a,False,False
a3b33b29e0cf,12d71efde5e4,c48e5c7ac210,True,True
d9c585b2ee3a,a682cbf42223,92e33809fff5,False,False
d951cafdbb77,87b9f6ff372e,10b0c7cf6ca5,False,False
06232f995061,89581f99fa1e,7123d5cb3dbf,False,False
42133488a168,be46831b2bcf,977f21dd050d,True,True
eda9a93b0dbb,b3c6d470ecb1,bf66b4c80841,True,True
12592ad40a9b,89581f99fa1e,b5e368c3f830,False,False
a07b2d02c42d,91e2011bd7ac,a07b2d02c42d,True,True
ad4d76aa8d1c,881222b134dd,ad4d76aa8d1c,True,True
5b91853c6a2a,1dfc3a996e73,9dd86b34ff2d,False,False
71c3a3ccd09c,a158987b3024,ce785c156479,True,True
4a7cac423ffa,43c8d5615499,4a7cac423ffa,True,True
2737f6557377,f451954e65b9,2737f6557377,True,True
b2c5030065b9,f338f4968668,b2c5030065b9,False,False
2e596ae64665,af2b8c4294ee,fbb6ff529dd5,True,True
1d545a7f6854,634e75ad9913,1d545a7f6854,True,True
d151b420dedd,7f69d40771a9,4e9d1ba08557,True,True
7e6dd0150bb9,7414f31eb8c3,b46a545012ab,True,True
bed109c1a7c3,6d37a8c1d4ce,bed109c1a7c3,False,False
5557680cae12,7123d5cb3dbf,4ed527b200a6,False,False
155ebae32b6c,7123d5cb3dbf,5cd93f9f7880,False,False
16c6dc452f73,7123d5cb3dbf,711e84e85838,True,True
20572fc85911,567924c50796,f9d02cf0d96a,False,False
9184c80ee197,1b0ab41bdf4a,a08f4c1767c8,False,False
50d2ae1744eb,052ecbd27fd7,940963abb0ed,True,True
64fe4ffba0ce,1b0ab41bdf4a,f87a8358f316,True,True
3557a369b201,b3cc6c8c687c,78456ff87dfe,True,True
7e7a0e5b1fc1,da6bb1840c20,6daa630ab897,False,False
78456ff87dfe,b3cc6c8c687c,0b94500a1dfa,True,True
471cd97b92c2,95ff6cc460c6,1b4062eb8a94,True,True
845afd704c4e,385be6d1f5eb,f6a852ad34f7,False,False
199ff5c1b0e8,1c72825335ed,d7780d46a1c6,True,True
d3457ce85e8e,a67c4b27a0dd,4094a50f921e,False,False
124aa7179d35,300683d25bfe,f41e2214fd23,False,False
d7780d46a1c6,15a03987b539,ab81be4e325e,False,False
4aa0ba1103c7,22493e7e01ce,22aeccb67949,False,False
9c685e4b063d,35540e5e425b,9c685e4b063d,True,True
271c212bf676,e157ffba1a7d,df26d44a1865,False,False
1a9cec361f07,3f10cd3e3d6a,4ecea35ac5ed,True,True
2028bcc2460b,1015d158defb,678a450b69b6,False,False
bc02bcb0753d,f2018cbc4ee7,5c5b47d736a9,True,True
5abc2bf9d623,5d3936935ff3,dddc9b27aa9d,True,True
b4807273d60f,f2018cbc4ee7,f93d40ec59a4,False,False
16e79be7b612,f2018cbc4ee7,a221dbe87560,True,True
b3218c60ea16,f138677a9e06,b3218c60ea16,False,False
2f8df865083c,f9526388821d,51f51a369454,True,True
0b8a68b11c6a,f2018cbc4ee7,ea612621a696,True,True
26d7c5644eeb,a83bc7c66a81,1f862bd7b462,True,True
c92d53fdf93e,26f50baf7b12,a71b12c8a688,False,False
1e9f17001196,c52154776826,15b4fbbb4ed8,True,True
19d5149e4509,edf4bbf233fc,9900a908b329,True,True
